Account No,Date,Description,Type,Balance
140055,06-02-19,USER,WITHDRAW,30000
140055,07-02-19,USER,DEPOSIT,10000
140055,08-02-19,USER,WITHDRAW,5000
140055,09-02-19,USER,DEPOSIT,50000
140055,10-02-19,SYSTEM,DEPOSIT,55000
140055,11-02-19,USER,WITHDRAW,90000
140055,12-02-19,SYSTEM,DEPOSIT,15000
140056,01-02-19,USER,DEPOSIT,14500
140056,02-02-19,USER,DEPOSIT,15000
140056,03-02-19,SYSTEM,DEPOSIT,15000
140056,04-02-19,USER,DEPOSIT,14000
140056,05-02-19,SYSTEM,DEPOSIT,16000
140056,06-02-19,USER,DEPOSIT,3000
140056,07-02-19,USER,DEPOSIT,14500
140056,08-02-19,USER,DEPOSIT,15000
140056,09-02-19,USER,DEPOSIT,12000
140056,10-02-19,USER,WITHDRAW,25000
140056,11-02-19,USER,WITHDRAW,13000
140056,12-02-19,USER,WITHDRAW,13500
140057,01-02-19,USER,DEPOSIT,100000
140057,02-02-19,USER,DEPOSIT,100000
140057,03-02-19,USER,DEPOSIT,10000
140057,04-02-19,USER,DEPOSIT,56000
140057,05-02-19,USER,DEPOSIT,4000
140057,06-02-19,USER,DEPOSIT,10000
140057,07-02-19,USER,DEPOSIT,30000
140057,08-02-19,USER,DEPOSIT,50000
140057,09-02-19,USER,DEPOSIT,9000
140057,10-02-19,USER,DEPOSIT,12000
140057,11-02-19,USER,WITHDRAW,13000
140057,12-02-19,USER,DEPOSIT,12000
140058,01-01-19,USER,DEPOSIT,14000
140058,02-03-19,USER,DEPOSIT,100000
140058,03-01-19,USER,DEPOSIT,55000
140058,04-01-19,SYSTEM,WITHDRAW,110000
140058,05-01-19,USER,DEPOSIT,200000
140058,06-03-19,SYSTEM,WITHDRAW,20000
140058,07-02-19,SYSTEM,DEPOSIT,3000
140058,08-03-19,USER,DEPOSIT,4000
140058,09-01-19,USER,WITHDRAW,1222222
140058,10-01-19,SYSTEM,DEPOSIT,1222222
140058,11-03-19,USER,WITHDRAW,1222222
140058,12-01-19,SYSTEM,WITHDRAW,1222222
140059,01-02-19,SYSTEM,WITHDRAW,1222222
140059,02-02-19,USER,WITHDRAW,1222222
140059,03-02-19,USER,DEPOSIT,10000
140059,04-02-19,USER,DEPOSIT,100000
140059,05-02-19,SYSTEM,DEPOSIT,10000
140059,06-02-19,USER,WITHDRAW,100000
140059,07-02-19,SYSTEM,DEPOSIT,45000
140059,08-02-19,SYSTEM,DEPOSIT,50000
140059,09-02-19,SYSTEM,DEPOSIT,50000
140059,10-02-19,SYSTEM,DEPOSIT,55555
140059,11-02-19,SYSTEM,DEPOSIT,45555
140059,12-02-19,SYSTEM,WITHDRAW,10000
140060,01-02-19,SYSTEM,DEPOSIT,30000
140060,02-02-19,SYSTEM,DEPOSIT,50000
140060,03-02-19,USER,DEPOSIT,9000
140060,04-02-19,USER,DEPOSIT,12000
140060,05-02-19,USER,WITHDRAW,13000
140060,06-02-19,USER,DEPOSIT,12000
140060,07-02-19,USER,DEPOSIT,14000
140060,08-02-19,USER,DEPOSIT,100000
140060,09-02-19,USER,WITHDRAW,55000
140060,10-02-19,USER,DEPOSIT,110000
140060,11-02-19,USER,DEPOSIT,200000
140060,12-02-19,USER,DEPOSIT,20000
140061,01-02-19,USER,DEPOSIT,3000
140061,02-02-19,USER,DEPOSIT,4000
140061,03-02-19,USER,DEPOSIT,1222222
140061,04-02-19,USER,WITHDRAW,1222222
140061,05-02-19,USER,DEPOSIT,1222222
140061,06-02-19,SYSTEM,DEPOSIT,1222222
140061,07-02-19,SYSTEM,DEPOSIT,1222222
140061,08-02-19,SYSTEM,DEPOSIT,1222222
140061,09-02-19,SYSTEM,DEPOSIT,10000
140061,10-02-19,SYSTEM,DEPOSIT,100000
140061,11-02-19,SYSTEM,DEPOSIT,12000
140061,12-02-19,SYSTEM,DEPOSIT,14000
140062,01-01-19,SYSTEM,DEPOSIT,100000
140062,02-03-19,SYSTEM,DEPOSIT,55000
140062,03-01-19,USER,DEPOSIT,110000
140062,04-01-19,USER,DEPOSIT,200000
140062,05-01-19,SYSTEM,DEPOSIT,20000
140062,06-03-19,USER,DEPOSIT,3000
140062,07-02-19,USER,WITHDRAW,4000
140062,08-03-19,USER,DEPOSIT,1100
140062,09-01-19,USER,WITHDRAW,2100
140062,10-01-19,USER,DEPOSIT,10000
140062,11-03-19,USER,WITHDRAW,3000
140062,12-01-19,USER,DEPOSIT,10000
140063,01-02-19,SYSTEM,DEPOSIT,14000
140063,02-02-19,SYSTEM,DEPOSIT,13500
140063,03-02-19,USER,DEPOSIT,14500
140063,04-02-19,USER,DEPOSIT,15000
140063,05-02-19,USER,DEPOSIT,15000
140063,06-02-19,USER,DEPOSIT,15000
140063,07-02-19,USER,DEPOSIT,1500
140063,08-02-19,USER,DEPOSIT,15500
140063,09-02-19,USER,DEPOSIT,14000
140063,10-02-19,USER,DEPOSIT,14000
140063,11-02-19,USER,DEPOSIT,14000
140063,12-02-19,USER,DEPOSIT,14000
140064,01-02-19,USER,DEPOSIT,2000000
140064,02-02-19,USER,DEPOSIT,2000000
140064,03-02-19,SYSTEM,DEPOSIT,50000
140064,04-02-19,SYSTEM,WITHDRAW,43333
140064,05-02-19,SYSTEM,DEPOSIT,43430
140064,06-02-19,SYSTEM,WITHDRAW,34000
140064,07-02-19,SYSTEM,DEPOSIT,43000
140064,08-02-19,SYSTEM,WITHDRAW,43000
140064,09-02-19,SYSTEM,DEPOSIT,34000
140064,10-02-19,SYSTEM,DEPOSIT,43000
140064,11-02-19,SYSTEM,DEPOSIT,15000
140064,12-02-19,SYSTEM,DEPOSIT,15000
140065,01-02-19,SYSTEM,DEPOSIT,14000
140065,02-02-19,SYSTEM,DEPOSIT,16000
140065,03-02-19,SYSTEM,DEPOSIT,3000
140065,04-02-19,SYSTEM,DEPOSIT,14500
140065,05-02-19,SYSTEM,DEPOSIT,15000
140065,06-02-19,SYSTEM,DEPOSIT,12000
140065,07-02-19,SYSTEM,WITHDRAW,25000
140065,08-02-19,USER,DEPOSIT,13000
140065,09-02-19,USER,DEPOSIT,13500
140065,10-02-19,USER,DEPOSIT,100000
140065,11-02-19,USER,DEPOSIT,100000
140065,12-02-19,USER,DEPOSIT,10000
140066,01-01-19,USER,DEPOSIT,56000
140066,02-03-19,USER,DEPOSIT,4000
140066,03-01-19,USER,DEPOSIT,10000
140066,04-01-19,USER,DEPOSIT,30000
140066,05-01-19,SYSTEM,DEPOSIT,50000
140066,06-03-19,SYSTEM,DEPOSIT,9000
140066,07-02-19,SYSTEM,DEPOSIT,12000
140066,08-03-19,SYSTEM,DEPOSIT,13000
140066,09-01-19,USER,DEPOSIT,12000
140066,10-01-19,USER,DEPOSIT,14000
140066,11-03-19,USER,DEPOSIT,100000
140066,12-01-19,USER,DEPOSIT,55000
140067,01-02-19,USER,DEPOSIT,110000
140067,02-02-19,SYSTEM,DEPOSIT,200000
140067,03-02-19,USER,DEPOSIT,20000
140067,04-02-19,USER,DEPOSIT,3000
140067,05-02-19,SYSTEM,DEPOSIT,4000
140067,06-02-19,SYSTEM,DEPOSIT,55555
140067,07-02-19,USER,DEPOSIT,45555
140067,08-02-19,USER,DEPOSIT,10000
140067,09-02-19,USER,DEPOSIT,50000
140067,10-02-19,SYSTEM,DEPOSIT,1000000
140067,11-02-19,SYSTEM,WITHDRAW,10000000
140067,12-02-19,USER,DEPOSIT,10000000
140068,01-02-19,SYSTEM,DEPOSIT,1000000
140068,02-02-19,SYSTEM,DEPOSIT,9999123
140068,03-02-19,USER,DEPOSIT,10000000
140068,04-02-19,USER,DEPOSIT,100000000
140068,05-02-19,USER,DEPOSIT,100000000
140068,06-02-19,SYSTEM,DEPOSIT,100000000
140068,07-02-19,SYSTEM,DEPOSIT,10000000
140068,08-02-19,SYSTEM,DEPOSIT,10000000
140068,09-02-19,SYSTEM,DEPOSIT,100000000
140068,10-02-19,USER,DEPOSIT,189999
140068,11-02-19,USER,DEPOSIT,199999
140068,12-02-19,USER,DEPOSIT,210000
140069,01-02-19,USER,DEPOSIT,200000
140069,02-02-19,USER,DEPOSIT,200000
140069,03-02-19,SYSTEM,WITHDRAW,120000
140069,04-02-19,SYSTEM,DEPOSIT,15000
140069,05-02-19,SYSTEM,WITHDRAW,14000
140069,06-02-19,SYSTEM,DEPOSIT,16000
140069,07-02-19,SYSTEM,WITHDRAW,3000
140069,08-02-19,USER,DEPOSIT,14500
140069,09-02-19,USER,DEPOSIT,15000
140069,10-02-19,USER,DEPOSIT,12000
140069,11-02-19,USER,DEPOSIT,25000
140069,12-02-19,USER,DEPOSIT,13000
140070,01-01-19,USER,DEPOSIT,13500
140070,02-03-19,USER,DEPOSIT,100000
140070,03-01-19,USER,DEPOSIT,100000
140070,04-01-19,USER,DEPOSIT,10000
140070,05-01-19,USER,WITHDRAW,56000
140070,06-03-19,USER,DEPOSIT,4000
140070,07-02-19,USER,DEPOSIT,10000
140070,08-03-19,SYSTEM,DEPOSIT,30000
140070,09-01-19,SYSTEM,WITHDRAW,50000
140070,10-01-19,SYSTEM,DEPOSIT,9000
140070,11-03-19,SYSTEM,DEPOSIT,12000
140070,12-01-19,SYSTEM,DEPOSIT,13000
140071,01-02-19,USER,WITHDRAW,12000
140071,02-02-19,USER,DEPOSIT,15000
140071,03-02-19,USER,WITHDRAW,14000
140071,04-02-19,USER,DEPOSIT,16000
140071,05-02-19,USER,WITHDRAW,3000
140071,06-02-19,USER,DEPOSIT,14500
140071,07-02-19,USER,WITHDRAW,15000
140071,08-02-19,USER,DEPOSIT,12000
140071,09-02-19,USER,DEPOSIT,25000
140071,10-02-19,USER,DEPOSIT,13000
140071,11-02-19,USER,DEPOSIT,13500
140071,12-02-19,USER,DEPOSIT,100000
140072,01-02-19,USER,DEPOSIT,100000
140072,02-02-19,USER,DEPOSIT,10000
140072,03-02-19,USER,WITHDRAW,56000
140072,04-02-19,USER,DEPOSIT,4000
140072,05-02-19,USER,WITHDRAW,10000
140072,06-02-19,SYSTEM,DEPOSIT,30000
140072,07-02-19,SYSTEM,WITHDRAW,50000
140072,08-02-19,SYSTEM,DEPOSIT,9000
140072,09-02-19,SYSTEM,DEPOSIT,12000
140072,10-02-19,SYSTEM,DEPOSIT,13000
140072,11-02-19,USER,DEPOSIT,12000
140072,12-02-19,USER,DEPOSIT,100000
140073,01-02-19,USER,DEPOSIT,45000
140073,02-02-19,USER,DEPOSIT,45000
140073,03-02-19,USER,DEPOSIT,50000
140073,04-02-19,USER,DEPOSIT,20000
140073,05-02-19,USER,DEPOSIT,3000
140073,06-02-19,USER,DEPOSIT,30000
140073,07-02-19,USER,WITHDRAW,30000
140073,08-02-19,USER,DEPOSIT,20000
140073,09-02-19,SYSTEM,WITHDRAW,12000
140073,10-02-19,SYSTEM,DEPOSIT,25000
140073,11-02-19,SYSTEM,WITHDRAW,30000
140073,12-02-19,SYSTEM,DEPOSIT,10000
140074,01-01-19,SYSTEM,DEPOSIT,1500
140074,02-03-19,USER,WITHDRAW,25000
140074,03-01-19,USER,DEPOSIT,20000
140074,04-01-19,USER,DEPOSIT,3000
140074,05-01-19,USER,DEPOSIT,10000
140074,06-03-19,USER,DEPOSIT,1000000
140074,07-02-19,USER,DEPOSIT,345800
140074,08-03-19,USER,DEPOSIT,268000
140074,09-01-19,USER,DEPOSIT,200000
140074,10-01-19,USER,DEPOSIT,20000
140074,11-03-19,USER,DEPOSIT,3000
140074,12-01-19,USER,DEPOSIT,4000
140075,01-02-19,USER,WITHDRAW,1222222
140075,02-02-19,SYSTEM,WITHDRAW,1222222
140075,03-02-19,USER,WITHDRAW,1222222
140075,04-02-19,USER,DEPOSIT,1222222
140075,05-02-19,USER,DEPOSIT,1222222
140075,06-02-19,USER,DEPOSIT,1222222
140075,07-02-19,USER,DEPOSIT,10000
140075,08-02-19,USER,DEPOSIT,100000
140075,09-02-19,SYSTEM,DEPOSIT,10000
140075,10-02-19,SYSTEM,DEPOSIT,100000
140075,11-02-19,SYSTEM,DEPOSIT,45000
140075,12-02-19,SYSTEM,DEPOSIT,50000
140076,01-02-19,SYSTEM,DEPOSIT,50000
140076,02-02-19,USER,WITHDRAW,55555
140076,03-02-19,SYSTEM,DEPOSIT,45555
140076,04-02-19,USER,DEPOSIT,10000
140076,05-02-19,USER,DEPOSIT,30000
140076,06-02-19,USER,DEPOSIT,50000
140076,07-02-19,USER,WITHDRAW,9000
140076,08-02-19,USER,DEPOSIT,110000
140076,09-02-19,USER,WITHDRAW,200000
140076,10-02-19,SYSTEM,DEPOSIT,20000
140076,11-02-19,SYSTEM,DEPOSIT,3000
140076,12-02-19,SYSTEM,WITHDRAW,4000
140077,01-02-19,SYSTEM,DEPOSIT,1100
140077,02-02-19,SYSTEM,WITHDRAW,2100
140077,03-02-19,SYSTEM,WITHDRAW,10000
140077,04-02-19,USER,WITHDRAW,3000
140077,05-02-19,USER,WITHDRAW,10000
140077,06-02-19,USER,DEPOSIT,14000
140077,07-02-19,USER,DEPOSIT,13500
140077,08-02-19,USER,DEPOSIT,14500
140077,09-02-19,USER,WITHDRAW,15000
140077,10-02-19,SYSTEM,DEPOSIT,15000
140077,11-02-19,SYSTEM,DEPOSIT,15000
140077,12-02-19,SYSTEM,DEPOSIT,1500
140078,01-01-19,SYSTEM,DEPOSIT,15500
140078,02-03-19,SYSTEM,DEPOSIT,14000
140078,03-01-19,USER,WITHDRAW,14000
140078,04-01-19,USER,DEPOSIT,14000
140078,05-01-19,USER,DEPOSIT,14000
140078,06-03-19,USER,DEPOSIT,2000000
140078,07-02-19,USER,DEPOSIT,2000000
140078,08-03-19,USER,WITHDRAW,50000
140078,09-01-19,SYSTEM,DEPOSIT,43333
140078,10-01-19,SYSTEM,DEPOSIT,43430
140078,11-03-19,SYSTEM,DEPOSIT,34000
140078,12-01-19,SYSTEM,WITHDRAW,43000
140079,01-02-19,SYSTEM,DEPOSIT,43000
140079,02-02-19,USER,DEPOSIT,34000
140079,03-02-19,USER,DEPOSIT,43000
140079,04-02-19,USER,DEPOSIT,50000
140079,05-02-19,SYSTEM,DEPOSIT,50000
140079,06-02-19,USER,DEPOSIT,10000
140079,07-02-19,SYSTEM,WITHDRAW,10000
140079,08-02-19,USER,DEPOSIT,10000
140079,09-02-19,USER,DEPOSIT,10000
140079,10-02-19,USER,DEPOSIT,10000
140079,11-02-19,USER,DEPOSIT,100000
140079,12-02-19,SYSTEM,DEPOSIT,45000
140080,01-02-19,USER,DEPOSIT,45000
140080,02-02-19,SYSTEM,DEPOSIT,50000
140080,03-02-19,USER,DEPOSIT,50000
140080,04-02-19,USER,DEPOSIT,55555
140080,05-02-19,SYSTEM,DEPOSIT,45555
140080,06-02-19,USER,DEPOSIT,10000
140080,07-02-19,SYSTEM,DEPOSIT,50000
140080,08-02-19,USER,DEPOSIT,1000000
140080,09-02-19,USER,DEPOSIT,1222222
140080,10-02-19,USER,WITHDRAW,1000000
140080,11-02-19,USER,DEPOSIT,10000000
140080,12-02-19,USER,WITHDRAW,10000000
140081,01-02-19,USER,DEPOSIT,1000000
140081,02-02-19,USER,WITHDRAW,9999123
140081,03-02-19,USER,DEPOSIT,10000000
140081,04-02-19,USER,DEPOSIT,100000000
140081,05-02-19,USER,DEPOSIT,100000000
140081,06-02-19,USER,DEPOSIT,100000000
140081,07-02-19,USER,DEPOSIT,10000000
140081,08-02-19,USER,DEPOSIT,10000000
140081,09-02-19,USER,DEPOSIT,100000000
140081,10-02-19,USER,DEPOSIT,100000000
140081,11-02-19,USER,DEPOSIT,10000000
140081,12-02-19,USER,DEPOSIT,5000
140082,01-01-19,USER,DEPOSIT,50000
140082,02-03-19,USER,DEPOSIT,100000
140082,03-01-19,USER,DEPOSIT,10000
140082,04-01-19,USER,DEPOSIT,100000
140082,05-01-19,USER,DEPOSIT,45000
140082,06-03-19,SYSTEM,DEPOSIT,10000000
140082,07-02-19,USER,WITHDRAW,10000000
140082,08-03-19,SYSTEM,DEPOSIT,100000000
140082,09-01-19,SYSTEM,WITHDRAW,10000
140082,10-01-19,USER,DEPOSIT,50000
140082,11-03-19,USER,WITHDRAW,1000000
140082,12-01-19,SYSTEM,DEPOSIT,10000000
140083,01-02-19,USER,DEPOSIT,10000000
140083,02-02-19,SYSTEM,DEPOSIT,1000000
140083,03-02-19,SYSTEM,DEPOSIT,9999123
140083,04-02-19,USER,DEPOSIT,10000000
140083,05-02-19,USER,DEPOSIT,100000000
140083,06-02-19,USER,DEPOSIT,100000000
140083,07-02-19,SYSTEM,DEPOSIT,100000000
140083,08-02-19,USER,DEPOSIT,10000000
140083,09-02-19,SYSTEM,DEPOSIT,10000000
140083,10-02-19,SYSTEM,WITHDRAW,1333089
140083,11-02-19,SYSTEM,DEPOSIT,145789
140083,12-02-19,SYSTEM,DEPOSIT,124566874
140084,01-12-19,SYSTEM,WITHDRAW,100000000
140084,02-10-19,USER,DEPOSIT,100000000
140084,03-02-19,USER,WITHDRAW,100000000
140084,04-06-19,USER,DEPOSIT,10000000
140084,05-07-19,USER,DEPOSIT,10000000
140084,06-08-19,SYSTEM,WITHDRAW,100000000
140084,07-01-19,USER,DEPOSIT,189999
140084,08-03-19,SYSTEM,WITHDRAW,199999
140084,09-04-19,USER,WITHDRAW,210000
140084,10-03-19,USER,WITHDRAW,200000
140084,11-02-19,SYSTEM,WITHDRAW,200000
140084,12-02-19,USER,DEPOSIT,120000
140085,01-02-19,SYSTEM,DEPOSIT,15000
140085,02-02-19,USER,DEPOSIT,14000
140085,03-02-19,USER,WITHDRAW,16000
140085,04-02-19,USER,DEPOSIT,3000
140085,05-02-19,USER,DEPOSIT,14500
140085,06-02-19,USER,DEPOSIT,15000
140085,07-02-19,USER,DEPOSIT,12000
140085,08-02-19,USER,DEPOSIT,25000
140085,09-02-19,USER,WITHDRAW,13000
140085,10-02-19,USER,DEPOSIT,13500
140085,11-02-19,USER,DEPOSIT,100000
140085,12-02-19,USER,DEPOSIT,100000
140086,01-02-19,USER,DEPOSIT,10000
140086,02-02-19,USER,WITHDRAW,56000
140086,03-02-19,USER,DEPOSIT,4000
140086,04-02-19,USER,DEPOSIT,10000
140086,05-02-19,USER,DEPOSIT,30000
140086,06-02-19,USER,WITHDRAW,50000
140086,07-02-19,USER,DEPOSIT,9000
140086,08-02-19,USER,DEPOSIT,12000
140086,09-02-19,USER,DEPOSIT,13000
140086,10-02-19,USER,DEPOSIT,12000
140086,11-02-19,USER,DEPOSIT,15000
140086,12-02-19,SYSTEM,DEPOSIT,14000
140087,01-01-19,USER,WITHDRAW,16000
140087,02-03-19,SYSTEM,DEPOSIT,3000
140087,03-01-19,SYSTEM,DEPOSIT,14500
140087,04-01-19,USER,DEPOSIT,15000
140087,05-01-19,USER,DEPOSIT,12000
140087,06-03-19,SYSTEM,DEPOSIT,25000
140087,07-02-19,USER,DEPOSIT,13000
140087,08-03-19,SYSTEM,DEPOSIT,13500
140087,09-01-19,SYSTEM,DEPOSIT,100000
140087,10-01-19,USER,DEPOSIT,100000
140087,11-03-19,USER,DEPOSIT,10000
140087,12-01-19,USER,DEPOSIT,56000
140088,01-03-19,SYSTEM,DEPOSIT,4000
140088,02-02-19,USER,DEPOSIT,10000
140088,03-01-19,SYSTEM,DEPOSIT,30000
140088,04-01-19,SYSTEM,WITHDRAW,50000
140088,05-02-19,SYSTEM,DEPOSIT,9000
140088,06-03-19,SYSTEM,WITHDRAW,12000
140088,07-02-19,SYSTEM,WITHDRAW,13000
140088,08-01-19,SYSTEM,DEPOSIT,12000
140088,09-03-19,SYSTEM,WITHDRAW,100000
140088,10-02-19,SYSTEM,DEPOSIT,45000
140088,11-02-19,USER,DEPOSIT,45000
140088,12-02-19,USER,WITHDRAW,50000
140089,01-02-19,USER,DEPOSIT,20000
140089,02-02-19,USER,WITHDRAW,3000
140089,03-02-19,USER,WITHDRAW,30000
140089,04-02-19,USER,WITHDRAW,30000
140089,05-02-19,USER,WITHDRAW,20000
140089,06-02-19,USER,DEPOSIT,12000
140089,07-02-19,USER,DEPOSIT,25000
140089,08-02-19,USER,DEPOSIT,30000
140089,09-02-19,USER,WITHDRAW,10000
140089,10-02-19,USER,DEPOSIT,1500
140089,11-02-19,USER,DEPOSIT,25000
140089,12-02-19,USER,DEPOSIT,20000
140090,1-13-19,USER,DEPOSIT,3000
140090,02-10-19,SYSTEM,DEPOSIT,10000
140090,03-11-19,SYSTEM,WITHDRAW,1000000
140090,04-10-19,SYSTEM,DEPOSIT,345800
140090,05-12-19,SYSTEM,DEPOSIT,268000
140090,06-11-19,SYSTEM,DEPOSIT,200000
140090,7-13-19,SYSTEM,DEPOSIT,20000
140090,8-14-19,SYSTEM,WITHDRAW,3000
140090,9-14-19,SYSTEM,DEPOSIT,4000
140090,10-12-19,SYSTEM,DEPOSIT,1222222
140090,11-12-19,USER,DEPOSIT,1222222
140090,12-12-19,USER,WITHDRAW,1222222
,,,,
,,,,
1111101,02-02-19,USER,Deposit,7643545
1111101,02-04-19,USER,Deposit,35680
1111101,02-05-19,SYSTEM,Withdrawl,897968
1111101,02-06-19,USER,Deposit,23454346
1111101,02-07-19,SYSTEM,Withdrawl,667548
1111101,02-08-19,SYSTEM,Deposit,6536386
1111101,02-09-19,SYSTEM,Deposit,98968654
1111101,02-10-19,SYSTEM,Withdrawl,7687568
1111101,02-11-19,USER,Deposit,54358
1111101,02-12-19,SYSTEM,Withdrawl,545654
1111101,2-13-19,SYSTEM,Deposit,986857
1111101,2-14-19,SYSTEM,Deposit,89
1111101,2-15-19,SYSTEM,Withdrawl,5435425
1111101,2-16-19,USER,Deposit,9080978
1111101,2-17-19,SYSTEM,Withdrawl,342786
1111101,2-18-19,SYSTEM,Deposit,32546456
1111101,2-19-19,SYSTEM,Deposit,879879776
1111101,2-20-19,USER,Withdrawl,436476
1111101,2-21-19,USER,Deposit,985656456
1111101,2-22-19,USER,Withdrawl,7856344
1111101,2-23-19,USER,Deposit,8675645
1111101,2-24-19,USER,Deposit,89879756
1111102,03-02-19,USER,Withdrawl,423564
1111102,03-04-19,USER,Deposit,8787364
1111102,03-05-19,SYSTEM,Withdrawl,786757
1111102,03-06-19,USER,Deposit,7674546
1111102,03-07-19,SYSTEM,Deposit,654353
1111102,03-08-19,SYSTEM,Withdrawl,87785675
1111102,03-09-19,SYSTEM,Deposit,67547354
1111102,03-10-19,SYSTEM,Withdrawl,674563
1111102,04-11-19,USER,Deposit,23498
1111102,04-12-19,SYSTEM,Deposit,4343786
1111103,4-13-19,SYSTEM,Withdrawl,3454
1111103,4-14-19,SYSTEM,Deposit,56453
1111103,4-15-19,SYSTEM,Withdrawl,979868567
1111103,4-16-19,USER,Deposit,5634424
1111103,5-17-19,SYSTEM,Deposit,8976876554
1111103,3-18-19,SYSTEM,Withdrawl,97686
1111103,5-19-19,SYSTEM,Deposit,4534243
1111103,5-20-19,USER,Withdrawl,765646
1111103,5-21-19,USER,Deposit,546453
1111103,5-22-19,USER,Deposit,745342
1111103,6-23-19,USER,Withdrawl,785864754
1111103,7-24-19,USER,Deposit,876576454
1111104,04-12-19,SYSTEM,Withdrawl,786875
1111104,4-13-19,SYSTEM,Deposit,768576457
1111105,02-01-19,USER,Deposit,932847984
1111106,02-02-19,SYSTEM,Withdrawl,7865865674
1111106,02-04-19,SYSTEM,Deposit,8657475
1111106,02-05-19,SYSTEM,Withdrawl,8755474
1111106,02-06-19,USER,Deposit,674574
1111106,02-07-19,USER,Deposit,764653
1111106,02-08-19,SYSTEM,Withdrawl,6546536
1111106,02-09-19,USER,Deposit,8907986
1111106,02-10-19,SYSTEM,Withdrawl,878868
1111106,02-11-19,SYSTEM,Deposit,7646345
1111106,02-12-19,SYSTEM,Deposit,876865747
1111106,2-13-19,SYSTEM,Withdrawl,789678576
1111106,2-14-19,USER,Deposit,897868
1111106,2-15-19,SYSTEM,Withdrawl,78674653
1111106,2-16-19,SYSTEM,Deposit,687586458
1111106,2-17-19,SYSTEM,Deposit,7878
1111106,2-18-19,SYSTEM,Withdrawl,785648
1111106,2-19-19,USER,Deposit,87986857
1111106,2-20-19,SYSTEM,Withdrawl,764753264
1111106,2-21-19,SYSTEM,Deposit,6756346
1111106,2-22-19,SYSTEM,Deposit,89768756764
1111106,2-23-19,USER,Withdrawl,8787576
1111106,2-24-19,USER,Deposit,896753
1111106,03-02-19,USER,Withdrawl,675463463
1111106,03-04-19,USER,Deposit,8787675
1111106,03-05-19,USER,Deposit,876856764
1111106,03-06-19,USER,Withdrawl,8757646
1111106,03-07-19,USER,Deposit,78687
1111106,03-08-19,SYSTEM,Withdrawl,8756463
1111106,03-09-19,USER,Deposit,765635
1111106,03-10-19,SYSTEM,Deposit,8757465435
1111106,04-11-19,SYSTEM,Withdrawl,97867564
1111106,04-12-19,SYSTEM,Deposit,9897685
1111106,4-13-19,SYSTEM,Withdrawl,45356
1111106,4-14-19,USER,Deposit,6754633
1111106,4-15-19,SYSTEM,Deposit,7675463
1111106,4-16-19,SYSTEM,Withdrawl,78687573
1111106,4-17-19,SYSTEM,Deposit,765743
1111106,3-18-19,SYSTEM,Withdrawl,85656436
1111106,4-19-19,USER,Deposit,67463
1111106,5-20-19,SYSTEM,Deposit,8967463
1111106,5-21-19,SYSTEM,Withdrawl,78686475
1111106,5-22-19,SYSTEM,Deposit,746364
1111106,6-23-19,USER,Withdrawl,645342
1111106,7-24-19,USER,Deposit,765647
1111106,04-12-19,USER,Deposit,987868647
1111106,4-13-19,USER,Withdrawl,864643543
1111106,02-01-19,USER,Deposit,365476576
1111107,10-01-19,SYSTEM,Withdrawl,9876563
1111107,11-01-19,SYSTEM,Deposit,7655453
1111107,11-02-19,USER,Deposit,765654543
1111107,05-07-19,SYSTEM,Withdrawl,8776564
1111107,05-07-19,SYSTEM,Deposit,765635
1111107,01-01-19,USER,Withdrawl,7865645
1111108,02-02-19,USER,Deposit,876754
1111109,02-04-19,USER,Deposit,766545
1111109,02-05-19,SYSTEM,Withdrawl,876545
1111109,02-06-19,USER,Deposit,8765453
1111109,02-07-19,SYSTEM,Withdrawl,6756453
1111109,02-08-19,SYSTEM,Deposit,7646534
1111109,02-09-19,SYSTEM,Deposit,87563654326
1111110,03-07-19,SYSTEM,Deposit,675654633
1111110,03-08-19,SYSTEM,Withdrawl,7654653643
1111110,03-09-19,SYSTEM,Deposit,7676473
1111110,03-10-19,SYSTEM,Withdrawl,76547537
1111110,04-11-19,USER,Deposit,757643
1111110,04-12-19,SYSTEM,Deposit,656535
1111110,4-13-19,SYSTEM,Withdrawl,76747
1111110,4-14-19,SYSTEM,Deposit,875663
1111110,4-15-19,SYSTEM,Withdrawl,6756347
1111110,4-16-19,USER,Deposit,7656436
1111110,5-17-19,SYSTEM,Deposit,87535654
1111110,3-18-19,SYSTEM,Withdrawl,7656747
1111110,5-19-19,SYSTEM,Deposit,87566754
1111110,5-20-19,USER,Withdrawl,7986576
1111110,5-21-19,USER,Deposit,8687574
1111110,5-22-19,USER,Deposit,75645
1111110,5-23-19,USER,Withdrawl,67435543
1111111,04-02-19,USER,Withdrawl,8767576
11111012,02-02-19,USER,Deposit,8787364
11111012,02-04-19,USER,Deposit,75647867
11111012,02-05-19,SYSTEM,Withdrawl,56543
11111012,02-06-19,USER,Deposit,7656747
11111012,02-07-19,SYSTEM,Withdrawl,67856456
11111012,02-08-19,SYSTEM,Deposit,8976856
11111012,02-09-19,SYSTEM,Deposit,7564563
11111012,02-10-19,SYSTEM,Withdrawl,87657654534
11111012,02-11-19,USER,Deposit,8776754
11111012,02-12-19,SYSTEM,Withdrawl,8767564
11111113,02-12-19,SYSTEM,Withdrawl,8767564
11111113,2-13-19,SYSTEM,Deposit,8675764
11111113,2-14-19,SYSTEM,Deposit,98765664
11111113,2-15-19,SYSTEM,Withdrawl,87564653
